"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","max_full_vac"
"560","Gibraltar","GIB",2021-04-09,63017,33457,29560,NA,301,187.04,99.31,87.74,8934,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1381171320755478530",88.42
"561","Gibraltar","GIB",2021-04-10,63671,33979,29692,654,190,188.99,100.85,88.13,5639,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1381171320755478530",88.42
"562","Gibraltar","GIB",2021-04-11,64319,34529,29790,648,266,190.91,102.49,88.42,7895,"Pfizer/BioNTech","Government of Gibraltar","https://twitter.com/GibraltarGov/status/1381171320755478530",88.42
"563","Guernsey","GGY",2021-01-24,6673,6151,522,NA,NA,9.95,9.17,0.78,NA,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"564","Guernsey","GGY",2021-01-25,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"565","Guernsey","GGY",2021-01-26,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"566","Guernsey","GGY",2021-01-27,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"567","Guernsey","GGY",2021-01-28,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"568","Guernsey","GGY",2021-01-29,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"569","Guernsey","GGY",2021-01-30,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"570","Guernsey","GGY",2021-01-31,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"571","Guernsey","GGY",2021-02-01,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"572","Guernsey","GGY",2021-02-02,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"573","Guernsey","GGY",2021-02-03,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"574","Guernsey","GGY",2021-02-04,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"575","Guernsey","GGY",2021-02-05,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"576","Guernsey","GGY",2021-02-06,NA,NA,NA,NA,604,NA,NA,NA,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"577","Guernsey","GGY",2021-02-07,15135,12045,3090,NA,604,22.57,17.96,4.61,9008,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"578","Guernsey","GGY",2021-02-08,NA,NA,NA,NA,603,NA,NA,NA,8993,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"579","Guernsey","GGY",2021-02-09,NA,NA,NA,NA,601,NA,NA,NA,8963,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"580","Guernsey","GGY",2021-02-10,NA,NA,NA,NA,599,NA,NA,NA,8933,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"581","Guernsey","GGY",2021-02-11,NA,NA,NA,NA,598,NA,NA,NA,8918,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"582","Guernsey","GGY",2021-02-12,NA,NA,NA,NA,596,NA,NA,NA,8889,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"583","Guernsey","GGY",2021-02-13,NA,NA,NA,NA,594,NA,NA,NA,8859,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"584","Guernsey","GGY",2021-02-14,19284,13950,5334,NA,593,28.76,20.8,7.96,8844,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"585","Guernsey","GGY",2021-02-15,NA,NA,NA,NA,520,NA,NA,NA,7755,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"586","Guernsey","GGY",2021-02-16,NA,NA,NA,NA,448,NA,NA,NA,6681,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"587","Guernsey","GGY",2021-02-17,NA,NA,NA,NA,375,NA,NA,NA,5593,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"588","Guernsey","GGY",2021-02-18,NA,NA,NA,NA,302,NA,NA,NA,4504,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"589","Guernsey","GGY",2021-02-19,NA,NA,NA,NA,230,NA,NA,NA,3430,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"590","Guernsey","GGY",2021-02-20,NA,NA,NA,NA,157,NA,NA,NA,2341,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"591","Guernsey","GGY",2021-02-21,NA,NA,NA,NA,85,NA,NA,NA,1268,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"592","Guernsey","GGY",2021-02-22,NA,NA,NA,NA,85,NA,NA,NA,1268,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"593","Guernsey","GGY",2021-02-23,20047,NA,NA,NA,85,29.9,NA,NA,1268,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"594","Guernsey","GGY",2021-02-24,NA,NA,NA,NA,113,NA,NA,NA,1685,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"595","Guernsey","GGY",2021-02-25,NA,NA,NA,NA,142,NA,NA,NA,2118,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"596","Guernsey","GGY",2021-02-26,NA,NA,NA,NA,170,NA,NA,NA,2535,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"597","Guernsey","GGY",2021-02-27,NA,NA,NA,NA,199,NA,NA,NA,2968,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"598","Guernsey","GGY",2021-02-28,NA,NA,NA,NA,228,NA,NA,NA,3400,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"599","Guernsey","GGY",2021-03-01,NA,NA,NA,NA,256,NA,NA,NA,3818,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"600","Guernsey","GGY",2021-03-02,22040,NA,NA,NA,285,32.87,NA,NA,4250,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"601","Guernsey","GGY",2021-03-03,NA,NA,NA,NA,349,NA,NA,NA,5205,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"602","Guernsey","GGY",2021-03-04,NA,NA,NA,NA,413,NA,NA,NA,6159,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"603","Guernsey","GGY",2021-03-05,NA,NA,NA,NA,477,NA,NA,NA,7114,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"604","Guernsey","GGY",2021-03-06,NA,NA,NA,NA,542,NA,NA,NA,8083,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"605","Guernsey","GGY",2021-03-07,NA,NA,NA,NA,606,NA,NA,NA,9038,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"606","Guernsey","GGY",2021-03-08,NA,NA,NA,NA,670,NA,NA,NA,9992,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"607","Guernsey","GGY",2021-03-09,NA,NA,NA,NA,734,NA,NA,NA,10947,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"608","Guernsey","GGY",2021-03-10,NA,NA,NA,NA,734,NA,NA,NA,10947,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"609","Guernsey","GGY",2021-03-11,NA,NA,NA,NA,734,NA,NA,NA,10947,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"610","Guernsey","GGY",2021-03-12,29383,21500,7883,NA,734,43.82,32.06,11.76,10947,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"611","Guernsey","GGY",2021-03-13,NA,NA,NA,NA,663,NA,NA,NA,9888,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"612","Guernsey","GGY",2021-03-14,NA,NA,NA,NA,592,NA,NA,NA,8829,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"613","Guernsey","GGY",2021-03-15,NA,NA,NA,NA,521,NA,NA,NA,7770,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"614","Guernsey","GGY",2021-03-16,NA,NA,NA,NA,450,NA,NA,NA,6711,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"615","Guernsey","GGY",2021-03-17,NA,NA,NA,NA,379,NA,NA,NA,5652,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"616","Guernsey","GGY",2021-03-18,NA,NA,NA,NA,307,NA,NA,NA,4579,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"617","Guernsey","GGY",2021-03-19,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"618","Guernsey","GGY",2021-03-20,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"619","Guernsey","GGY",2021-03-21,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"620","Guernsey","GGY",2021-03-22,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"621","Guernsey","GGY",2021-03-23,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"622","Guernsey","GGY",2021-03-24,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"623","Guernsey","GGY",2021-03-25,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"624","Guernsey","GGY",2021-03-26,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"625","Guernsey","GGY",2021-03-27,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"626","Guernsey","GGY",2021-03-28,NA,NA,NA,NA,236,NA,NA,NA,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"627","Guernsey","GGY",2021-03-29,33400,25746,7654,NA,236,49.81,38.4,11.42,3520,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"628","Guernsey","GGY",2021-03-30,NA,NA,NA,NA,273,NA,NA,NA,4071,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"629","Guernsey","GGY",2021-03-31,NA,NA,NA,NA,309,NA,NA,NA,4608,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"630","Guernsey","GGY",2021-04-01,NA,NA,NA,NA,346,NA,NA,NA,5160,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"631","Guernsey","GGY",2021-04-02,NA,NA,NA,NA,382,NA,NA,NA,5697,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"632","Guernsey","GGY",2021-04-03,NA,NA,NA,NA,419,NA,NA,NA,6249,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"633","Guernsey","GGY",2021-04-04,NA,NA,NA,NA,456,NA,NA,NA,6801,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"634","Guernsey","GGY",2021-04-05,NA,NA,NA,NA,492,NA,NA,NA,7338,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"635","Guernsey","GGY",2021-04-06,NA,NA,NA,NA,492,NA,NA,NA,7338,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"636","Guernsey","GGY",2021-04-07,37829,29575,8254,NA,492,56.42,44.11,12.31,7338,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Guernsey","https://covid19.gov.gg/guidance/vaccine/stats",12.31
"637","Hungary","HUN",2020-12-28,1094,NA,NA,NA,NA,0.01,NA,NA,NA,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"638","Hungary","HUN",2020-12-29,2461,NA,NA,1367,1367,0.03,NA,NA,142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"639","Hungary","HUN",2020-12-30,3789,NA,NA,1328,1348,0.04,NA,NA,140,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"640","Hungary","HUN",2020-12-31,5110,NA,NA,1321,1339,0.05,NA,NA,139,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"641","Hungary","HUN",2021-01-01,NA,NA,NA,NA,1578,NA,NA,NA,163,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"642","Hungary","HUN",2021-01-02,NA,NA,NA,NA,1722,NA,NA,NA,178,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"643","Hungary","HUN",2021-01-03,12000,NA,NA,NA,1818,0.12,NA,NA,188,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"644","Hungary","HUN",2021-01-04,15000,NA,NA,3000,1987,0.16,NA,NA,206,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"645","Hungary","HUN",2021-01-05,21000,NA,NA,6000,2648,0.22,NA,NA,274,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"646","Hungary","HUN",2021-01-06,31500,NA,NA,10500,3959,0.33,NA,NA,410,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"647","Hungary","HUN",2021-01-07,42549,NA,NA,11049,5348,0.44,NA,NA,554,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"648","Hungary","HUN",2021-01-08,NA,NA,NA,NA,6375,NA,NA,NA,660,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"649","Hungary","HUN",2021-01-09,NA,NA,NA,NA,7402,NA,NA,NA,766,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"650","Hungary","HUN",2021-01-10,71000,NA,NA,NA,8429,0.73,NA,NA,873,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"651","Hungary","HUN",2021-01-11,78579,NA,NA,7579,9083,0.81,NA,NA,940,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"652","Hungary","HUN",2021-01-12,86929,NA,NA,8350,9418,0.9,NA,NA,975,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"653","Hungary","HUN",2021-01-13,96101,NA,NA,9172,9229,0.99,NA,NA,955,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
"654","Hungary","HUN",2021-01-14,105728,NA,NA,9627,9026,1.09,NA,NA,934,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V","Government of Hungary","https://koronavirus.gov.hu/cikkek/2-millio-970-ezer-beoltott-2837-az-uj-fertozott-elhunyt-272-beteg",12.95
